1 graphs. These are undirected weighted graphs; all are reachable from vertex 0.

** G1: |V| = 200
(u, v) E = { 
      ( 9, 53, 0.16124)
      ( 9, 58, 0.74765)
      ( 9, 60, 0.54726)
      ( 9, 61, 0.87668)
      ( 9, 62, 0.61716)
      ( 9, 63, 0.98071)
      ( 9, 68, 0.66475)
      ( 9, 71, 0.74099)
      ( 9, 72, 0.91231)
      ( 9, 73, 0.19033)
      ( 9, 75, 0.93233)
      ( 9, 80, 0.97165)
      ( 9, 81, 0.97251)
      ( 9, 82, 0.43465)
      ( 9, 86, 0.09065)
      ( 9, 90, 0.65639)
      ( 9, 92, 0.16167)
      ( 9, 95, 0.01925)
      ( 9, 96, 0.33934)
      ( 9, 98, 0.22049)
      ( 9, 100, 0.50121)
      ( 9, 101, 0.07632)
      ( 9, 105, 0.97433)
      ( 9, 108, 0.77580)
      ( 9, 111, 0.98429)
      ( 9, 116, 0.89212)
      ( 9, 117, 0.37062)
      ( 9, 119, 0.58134)
      ( 9, 123, 0.81162)
      ( 9, 127, 0.77892)
      ( 9, 129, 0.49543)
      ( 9, 130, 0.46126)
      ( 9, 131, 0.60827)
      ( 9, 135, 0.46622)
      ( 9, 136, 0.77190)
      ( 9, 137, 0.83772)
      ( 9, 140, 0.80949)
      ( 9, 145, 0.13242)
      ( 9, 146, 0.58967)
      ( 9, 148, 0.35459)
      ( 9, 152, 0.03838)
      ( 9, 153, 0.67696)
      ( 9, 154, 0.66331)
      ( 9, 155, 0.89924)
      ( 9, 156, 0.04977)
      ( 9, 157, 0.21526)
      ( 9, 159, 0.49755)
      ( 9, 160, 0.42415)
      ( 9, 166, 0.03133)
      ( 9, 167, 0.85704)
      ( 9, 169, 0.49176)
      ( 9, 174, 0.76968)
      ( 9, 177, 0.62911)
      ( 9, 181, 0.72005)
      ( 9, 184, 0.23477)
      ( 9, 185, 0.09538)
      ( 9, 187, 0.32782)
      ( 9, 188, 0.63015)
      ( 9, 192, 0.81530)
      ( 9, 193, 0.16722)
      ( 9, 194, 0.66606)
      ( 9, 198, 0.22071)
      ( 9, 199, 0.18908)
      (10,  1, 0.91054)
      (10,  3, 0.95590)
      (10,  5, 0.13881)
      (10,  7, 0.75099)
      (10,  9, 0.14007)
      (10, 12, 0.46740)
      (10, 14, 0.39160)
      (10, 15, 0.63040)
      (10, 20, 0.03763)
      (10, 23, 0.20167)
      (10, 24, 0.86616)
      (10, 25, 0.82715)
      (10, 26, 0.25487)
      (10, 27, 0.70709)
      (10, 32, 0.13065)
      (10, 34, 0.48915)
      (10, 35, 0.46234)
      (10, 36, 0.49340)
      (10, 37, 0.52914)
      (10, 39, 0.02075)
      (10, 40, 0.69047)
      (10, 41, 0.59546)
      (10, 42, 0.50479)
      (10, 46, 0.71019)
      (10, 47, 0.71624)
      (10, 49, 0.77474)
      (10, 50, 0.69649)
      (10, 51, 0.50402)
      (10, 52, 0.09333)
      (10, 56, 0.56209)
      (10, 57, 0.43202)
      (10, 60, 0.55094)
      (10, 62, 0.48646)
      (10, 63, 0.43814)
      (10, 64, 0.93051)
      (10, 65, 0.44319)
      (10, 66, 0.61151)
      (10, 70, 0.77044)
      (10, 71, 0.15069)
      (10, 72, 0.58251)
      (10, 74, 0.17464)
      (10, 75, 0.05216)
      (10, 76, 0.03099)
      (10, 77, 0.18539)
      (10, 81, 0.86971)
      (10, 86, 0.52740)
      (10, 90, 0.97948)
      (10, 92, 0.76835)
      (10, 94, 0.24299)
      (10, 95, 0.47055)
      (10, 96, 0.00904)
      (10, 98, 0.85341)
      (10, 99, 0.10901)
      (10, 100, 0.89521)
      (10, 103, 0.05270)
      (10, 107, 0.16910)
      (10, 108, 0.36113)
      (10, 110, 0.80667)
      (10, 111, 0.10997)
      (10, 112, 0.52737)
      (10, 113, 0.41761)
      (10, 114, 0.36144)
      (10, 116, 0.08128)
      (10, 120, 0.70155)
      (10, 121, 0.52189)
      (10, 124, 0.15616)
      (10, 125, 0.82864)
      (10, 126, 0.39656)
      (10, 127, 0.31130)
      (10, 129, 0.67598)
      (10, 131, 0.19008)
      (10, 132, 0.32272)
      (10, 133, 0.71238)
      (10, 134, 0.33263)
      (10, 137, 0.28136)
      (10, 139, 0.95807)
      (10, 145, 0.42527)
      (10, 146, 0.95210)
      (10, 147, 0.13202)
      (10, 148, 0.26680)
      (10, 149, 0.58364)
      (10, 150, 0.05919)
      (10, 151, 0.69394)
      (10, 153, 0.60541)
      (10, 156, 0.48098)
      (10, 157, 0.46255)
      (10, 158, 0.75051)
      (10, 162, 0.06863)
      (10, 163, 0.63058)
      (10, 164, 0.35187)
      (10, 165, 0.47640)
      (10, 172, 0.97300)
      (10, 176, 0.22712)
      (10, 177, 0.68959)
      (10, 178, 0.50325)
      (10, 179, 0.99662)
      (10, 180, 0.00503)
      (10, 185, 0.15899)
      (10, 187, 0.11999)
      (10, 188, 0.42629)
      (10, 189, 0.38777)
      (10, 191, 0.59195)
      (10, 193, 0.43273)
      (10, 195, 0.66328)
      (10, 196, 0.01881)
      (11,  2, 0.01524)
      (11,  4, 0.27511)
      (11,  5, 0.37976)
      (11,  6, 0.17742)
      (11,  7, 0.69647)
      (11,  8, 0.19876)
      (11, 12, 0.27506)
      (11, 15, 0.49537)
      (11, 16, 0.82151)
      (11, 18, 0.44007)
      (11, 19, 0.74815)
      (11, 20, 0.54851)
      (11, 21, 0.25039)
      (11, 23, 0.94643)
      (11, 24, 0.48603)
      (11, 26, 0.75084)
      (11, 28, 0.61418)
      (11, 29, 0.67924)
      (11, 30, 0.68418)
      (11, 32, 0.75207)
      (11, 33, 0.97932)
      (11, 34, 0.15617)
      (11, 35, 0.22758)
      (11, 37, 0.82325)
      (11, 38, 0.37014)
      (11, 40, 0.55851)
      (11, 41, 0.28367)
      (11, 46, 0.55136)
      (11, 47, 0.71437)
      (11, 48, 0.04743)
      (11, 51, 0.73968)
      (11, 54, 0.31387)
      (11, 56, 0.78905)
      (11, 57, 0.48765)
      (11, 61, 0.02830)
      (11, 63, 0.82525)
      (11, 64, 0.29580)
      (11, 66, 0.56568)
      (11, 67, 0.10201)
      (11, 69, 0.01684)
      (11, 70, 0.22236)
      (11, 71, 0.99833)
      (11, 75, 0.03925)
      (11, 76, 0.91017)
      (11, 78, 0.57873)
      (11, 81, 0.19433)
      (11, 89, 0.70254)
      (11, 95, 0.96713)
      (11, 98, 0.81875)
      (11, 100, 0.83699)
      (11, 101, 0.90607)
      (11, 107, 0.37976)
      (11, 108, 0.65368)
      (11, 109, 0.87473)
      (11, 111, 0.46983)
      (11, 115, 0.40363)
      (11, 117, 0.99818)
      (11, 118, 0.50771)
      (11, 119, 0.53605)
      (11, 121, 0.13656)
      (11, 123, 0.89970)
      (11, 124, 0.54154)
      (11, 125, 0.84790)
      (11, 126, 0.17933)
      (11, 127, 0.35960)
      (11, 129, 0.42328)
      (11, 130, 0.59598)
      (11, 135, 0.77580)
      (11, 139, 0.93026)
      (11, 143, 0.26150)
      (11, 144, 0.15304)
      (11, 147, 0.75814)
      (11, 151, 0.33559)
      (11, 154, 0.35797)
      (11, 155, 0.56088)
      (11, 156, 0.18763)
      (11, 159, 0.56154)
      (11, 160, 0.99221)
      (11, 161, 0.29472)
      (11, 163, 0.02473)
      (11, 164, 0.79686)
      (11, 166, 0.20433)
      (11, 167, 0.72318)
      (11, 168, 0.37203)
      (11, 173, 0.58833)
      (11, 177, 0.41744)
      (11, 178, 0.83527)
      (11, 180, 0.36887)
      (11, 185, 0.05766)
      (11, 186, 0.91005)
      (11, 188, 0.90984)
      (11, 189, 0.10850)
      (11, 192, 0.66587)
      (11, 193, 0.47823)
      (11, 194, 0.03747)
      (11, 195, 0.61000)
      (11, 196, 0.09468)
      (11, 198, 0.86302)
      (12,  1, 0.53375)
      (12,  2, 0.54277)
      (12,  3, 0.25209)
      (12,  4, 0.95955)
      (12,  9, 0.72748)
      (12, 10, 0.29531)
      (12, 11, 0.66892)
      (12, 13, 0.06566)
      (12, 15, 0.43003)
      (12, 16, 0.89204)
      (12, 18, 0.59873)
      (12, 19, 0.95953)
      (12, 20, 0.69693)
      (12, 23, 0.33851)
      (12, 24, 0.99853)
      (12, 25, 0.42924)
      (12, 26, 0.85743)
      (12, 27, 0.29370)
      (12, 29, 0.42760)
      (12, 35, 0.49512)
      (12, 36, 0.12723)
      (12, 37, 0.18385)
      (12, 39, 0.49135)
      (12, 41, 0.72979)
      (12, 49, 0.45541)
      (12, 50, 0.41517)
      (12, 51, 0.51954)
      (12, 54, 0.07957)
      (12, 56, 0.90525)
      (12, 58, 0.67820)
      (12, 61, 0.59870)
      (12, 65, 0.82103)
      (12, 67, 0.70673)
      (12, 70, 0.90470)
      (12, 71, 0.81401)
      (12, 73, 0.91845)
      (12, 74, 0.45069)
      (12, 75, 0.52996)
      (12, 79, 0.28586)
      (12, 82, 0.07399)
      (12, 84, 0.05328)
      (12, 85, 0.84895)
      (12, 86, 0.27793)
      (12, 87, 0.94785)
      (12, 89, 0.14721)
      (12, 91, 0.93377)
      (12, 92, 0.24946)
      (12, 93, 0.40277)
      (12, 95, 0.95094)
      (12, 97, 0.80667)
      (12, 98, 0.92320)
      (12, 99, 0.46367)
      (12, 100, 0.87424)
      (12, 102, 0.27295)
      (12, 103, 0.08390)
      (12, 104, 0.11242)
      (12, 107, 0.09276)
      (12, 109, 0.60934)
      (12, 110, 0.88938)
      (12, 113, 0.73509)
      (12, 114, 0.07400)
      (12, 115, 0.42299)
      (12, 116, 0.90905)
      (12, 117, 0.58663)
      (12, 119, 0.62727)
      (12, 120, 0.65573)
      (12, 121, 0.46797)
      (12, 122, 0.89747)
      (12, 123, 0.04716)
      (12, 127, 0.38047)
      (12, 131, 0.37995)
      (12, 134, 0.03119)
      (12, 135, 0.97052)
      (12, 139, 0.36727)
      (12, 141, 0.15638)
      (12, 144, 0.19579)
      (12, 146, 0.55167)
      (12, 147, 0.29515)
      (12, 149, 0.39223)
      (12, 150, 0.52921)
      (12, 151, 0.68925)
      (12, 153, 0.73763)
      (12, 163, 0.18783)
      (12, 167, 0.94639)
      (12, 170, 0.55122)
      (12, 172, 0.59195)
      (12, 175, 0.92031)
      (12, 178, 0.14937)
      (12, 180, 0.97185)
      (12, 182, 0.63876)
      (12, 183, 0.08447)
      (12, 184, 0.58042)
      (12, 187, 0.55485)
      (12, 189, 0.00825)
      (12, 190, 0.24850)
      (12, 192, 0.09645)
      (12, 193, 0.73139)
      (12, 195, 0.75322)
      (12, 198, 0.17631)
      (12, 199, 0.37307)
      (13,  1, 0.80167)
      (13,  2, 0.78156)
      (13,  6, 0.08713)
      (13, 10, 0.31625)
      (13, 11, 0.81766)
      (13, 15, 0.08541)
      (13, 16, 0.20147)
      (13, 17, 0.36972)
      (13, 19, 0.57789)
      (13, 20, 0.00301)
      (13, 21, 0.35160)
      (13, 23, 0.45025)
      (13, 25, 0.74893)
      (13, 26, 0.08251)
      (13, 34, 0.59057)
      (13, 35, 0.47876)
      (13, 38, 0.73593)
      (13, 39, 0.53298)
      (13, 41, 0.16071)
      (13, 44, 0.48089)
      (13, 45, 0.14981)
      (13, 47, 0.57183)
      (13, 49, 0.31421)
      (13, 50, 0.48506)
      (13, 52, 0.00175)
      (13, 55, 0.46282)
      (13, 58, 0.27020)
      (13, 60, 0.06214)
      (13, 63, 0.82319)
      (13, 65, 0.08394)
      (13, 66, 0.10102)
      (13, 68, 0.32197)
      (13, 71, 0.34287)
      (13, 72, 0.68757)
      (13, 74, 0.01635)
      (13, 75, 0.66687)
      (13, 76, 0.10226)
      (13, 77, 0.39616)
      (13, 78, 0.12924)
      (13, 79, 0.67499)
      (13, 80, 0.40444)
      (13, 81, 0.28270)
      (13, 82, 0.84705)
      (13, 85, 0.22636)
      (13, 86, 0.44554)
      (13, 87, 0.74012)
      (13, 88, 0.64664)
      (13, 93, 0.74812)
      (13, 94, 0.41445)
      (13, 95, 0.13806)
      (13, 97, 0.08804)
      (13, 98, 0.52484)
      (13, 103, 0.38357)
      (13, 106, 0.30442)
      (13, 109, 0.77660)
      (13, 115, 0.23511)
      (13, 116, 0.92322)
      (13, 119, 0.20709)
      (13, 120, 0.93325)
      (13, 121, 0.26033)
      (13, 123, 0.26748)
      (13, 124, 0.08793)
      (13, 125, 0.02942)
      (13, 127, 0.06965)
      (13, 128, 0.08545)
      (13, 131, 0.19263)
      (13, 132, 0.39631)
      (13, 134, 0.90250)
      (13, 137, 0.53031)
      (13, 142, 0.59969)
      (13, 145, 0.32292)
      (13, 148, 0.23232)
      (13, 150, 0.49170)
      (13, 153, 0.51718)
      (13, 155, 0.86658)
      (13, 156, 0.28631)
      (13, 158, 0.61812)
      (13, 159, 0.14947)
      (13, 160, 0.17943)
      (13, 164, 0.33760)
      (13, 165, 0.34738)
      (13, 168, 0.24435)
      (13, 170, 0.62828)
      (13, 171, 0.71888)
      (13, 174, 0.33075)
      (13, 175, 0.37592)
      (13, 176, 0.29795)
      (13, 178, 0.83822)
      (13, 185, 0.34623)
      (13, 186, 0.21969)
      (13, 187, 0.38842)
      (13, 189, 0.74372)
      (13, 192, 0.13433)
      (13, 194, 0.87440)
      (13, 196, 0.11697)
      (13, 198, 0.03475)
      (14,  3, 0.46723)
      (14,  6, 0.45908)
      (14,  8, 0.94993)
      (14,  9, 0.00293)
      (14, 12, 0.89907)
      (14, 17, 0.86401)
      (14, 18, 0.99217)
      (14, 24, 0.20931)
      (14, 30, 0.86327)
      (14, 31, 0.89783)
      (14, 35, 0.64682)
      (14, 38, 0.89221)
      (14, 39, 0.10415)
      (14, 40, 0.60829)
      (14, 45, 0.20739)
      (14, 47, 0.41218)
      (14, 50, 0.39565)
      (14, 52, 0.68387)
      (14, 58, 0.67150)
      (14, 59, 0.41904)
      (14, 61, 0.62394)
      (14, 62, 0.24633)
      (14, 63, 0.53547)
      (14, 64, 0.63890)
      (14, 67, 0.53458)
      (14, 68, 0.79456)
      (14, 69, 0.01889)
      (14, 70, 0.07759)
      (14, 71, 0.17923)
      (14, 73, 0.92598)
      (14, 75, 0.37387)
      (14, 76, 0.23032)
      (14, 78, 0.31245)
      (14, 79, 0.00953)
      (14, 83, 0.51690)
      (14, 85, 0.75259)
      (14, 86, 0.30137)
      (14, 88, 0.37826)
      (14, 89, 0.00824)
      (14, 90, 0.71815)
      (14, 91, 0.62018)
      (14, 93, 0.17863)
      (14, 94, 0.34147)
      (14, 97, 0.72049)
      (14, 98, 0.71969)
      (14, 101, 0.08428)
      (14, 102, 0.67225)
      (14, 104, 0.56272)
      (14, 105, 0.15843)
      (14, 106, 0.11915)
      (14, 107, 0.90288)
      (14, 115, 0.27651)
      (14, 118, 0.11489)
      (14, 119, 0.38414)
      (14, 121, 0.81187)
      (14, 124, 0.52886)
      (14, 126, 0.14942)
      (14, 127, 0.64081)
      (14, 128, 0.82931)
      (14, 129, 0.88600)
      (14, 130, 0.31083)
      (14, 131, 0.27980)
      (14, 133, 0.70604)
      (14, 135, 0.09184)
      (14, 136, 0.73962)
      (14, 137, 0.05052)
      (14, 138, 0.04563)
      (14, 142, 0.33057)
      (14, 144, 0.13842)
      (14, 145, 0.92398)
      (14, 146, 0.30845)
      (14, 149, 0.95719)
      (14, 150, 0.36206)
      (14, 152, 0.48531)
      (14, 158, 0.17169)
      (14, 159, 0.45646)
      (14, 160, 0.13636)
      (14, 163, 0.67166)
      (14, 165, 0.08322)
      (14, 167, 0.81810)
      (14, 172, 0.58328)
      (14, 173, 0.23380)
      (14, 177, 0.26190)
      (14, 180, 0.24364)
      (14, 181, 0.11582)
      (14, 184, 0.20087)
      (14, 185, 0.00906)
      (14, 187, 0.23420)
      (14, 190, 0.38984)
      (14, 193, 0.98803)
      (14, 194, 0.41523)
      (15,  2, 0.85987)
      (15,  5, 0.83626)
      (15, 10, 0.32499)
      (15, 16, 0.99865)
      (15, 18, 0.69381)
      (15, 19, 0.24747)
      (15, 20, 0.02812)
      (15, 21, 0.58156)
      (15, 22, 0.01624)
      (15, 23, 0.91766)
      (15, 24, 0.60729)
      (15, 26, 0.72762)
      (15, 27, 0.57900)
      (15, 30, 0.90562)
      (15, 32, 0.49046)
      (15, 33, 0.64039)
      (15, 36, 0.13241)
      (15, 37, 0.22138)
      (15, 38, 0.35773)
      (15, 41, 0.45548)
      (15, 43, 0.70474)
      (15, 45, 0.23954)
      (15, 47, 0.35286)
      (15, 48, 0.38891)
      (15, 53, 0.97099)
      (15, 54, 0.70829)
      (15, 56, 0.78483)
      (15, 58, 0.33854)
      (15, 60, 0.02749)
      (15, 63, 0.49192)
      (15, 64, 0.92046)
      (15, 66, 0.58864)
      (15, 67, 0.95148)
      (15, 69, 0.54819)
      (15, 71, 0.34505)
      (15, 74, 0.95387)
      (15, 75, 0.19492)
      (15, 76, 0.09076)
      (15, 77, 0.43531)
      (15, 82, 0.11924)
      (15, 85, 0.42894)
      (15, 86, 0.56817)
      (15, 87, 0.28048)
      (15, 88, 0.63613)
      (15, 90, 0.58908)
      (15, 92, 0.76961)
      (15, 95, 0.06085)
      (15, 96, 0.61178)
      (15, 99, 0.69229)
      (15, 101, 0.28227)
      (15, 102, 0.93856)
      (15, 103, 0.66350)
      (15, 105, 0.17174)
      (15, 107, 0.98492)
      (15, 108, 0.13279)
      (15, 109, 0.81269)
      (15, 110, 0.32263)
      (15, 112, 0.82595)
      (15, 113, 0.03775)
      (15, 114, 0.43965)
      (15, 125, 0.71917)
      (15, 128, 0.85518)
      (15, 130, 0.77997)
      (15, 131, 0.33917)
      (15, 132, 0.56860)
      (15, 134, 0.17816)
      (15, 136, 0.41719)
      (15, 144, 0.23530)
      (15, 145, 0.35957)
      (15, 148, 0.72945)
      (15, 152, 0.50608)
      (15, 155, 0.99201)
      (15, 156, 0.43938)
      (15, 157, 0.45507)
      (15, 158, 0.62401)
      (15, 159, 0.08836)
      (15, 161, 0.31383)
      (15, 162, 0.84486)
      (15, 165, 0.80246)
      (15, 170, 0.72957)
      (15, 172, 0.31407)
      (15, 173, 0.66838)
      (15, 174, 0.95604)
      (15, 175, 0.22515)
      (15, 176, 0.90641)
      (15, 181, 0.81657)
      (15, 183, 0.67883)
      (15, 184, 0.08449)
      (15, 185, 0.82669)
      (15, 186, 0.10940)
      (15, 187, 0.49413)
      (15, 188, 0.49829)
      (15, 190, 0.05709)
      (15, 192, 0.65711)
      (15, 195, 0.35059)
      (15, 197, 0.34033)
      (15, 198, 0.78133)
      (15, 199, 0.41670)
      (16,  2, 0.92637)
      (16,  6, 0.71013)
      (16, 11, 0.50086)
      (16, 13, 0.49502)
      (16, 14, 0.08618)
      (16, 18, 0.21401)
      (16, 20, 0.53912)
      (16, 24, 0.67559)
      (16, 26, 0.29005)
      (16, 27, 0.25799)
      (16, 30, 0.68515)
      (16, 31, 0.65942)
      (16, 32, 0.78418)
      (16, 33, 0.39073)
      (16, 34, 0.84873)
      (16, 35, 0.52882)
      (16, 36, 0.33557)
      (16, 37, 0.22246)
      (16, 41, 0.30700)
      (16, 42, 0.96790)
      (16, 43, 0.95881)
      (16, 44, 0.65773)
      (16, 46, 0.94581)
      (16, 48, 0.06599)
      (16, 50, 0.15702)
      (16, 51, 0.43565)
      (16, 57, 0.07261)
      (16, 58, 0.84077)
      (16, 60, 0.65486)
      (16, 62, 0.71089)
      (16, 63, 0.66563)
      (16, 64, 0.14941)
      (16, 66, 0.43726)
      (16, 69, 0.32478)
      (16, 73, 0.83360)
      (16, 76, 0.09127)
      (16, 79, 0.12509)
      (16, 84, 0.25715)
      (16, 87, 0.84524)
      (16, 88, 0.49498)
      (16, 93, 0.07527)
      (16, 95, 0.34315)
      (16, 96, 0.77009)
      (16, 97, 0.52173)
      (16, 98, 0.89190)
      (16, 100, 0.75532)
      (16, 105, 0.73046)
      (16, 107, 0.49295)
      (16, 108, 0.37811)
      (16, 109, 0.57798)
      (16, 112, 0.93810)
      (16, 117, 0.93889)
      (16, 119, 0.57824)
      (16, 120, 0.84692)
      (16, 122, 0.20929)
      (16, 123, 0.35821)
      (16, 130, 0.23783)
      (16, 134, 0.67794)
      (16, 135, 0.63825)
      (16, 136, 0.34766)
      (16, 137, 0.63174)
      (16, 138, 0.98812)
      (16, 141, 0.52757)
      (16, 142, 0.12273)
      (16, 147, 0.81976)
      (16, 149, 0.81989)
      (16, 150, 0.53670)
      (16, 153, 0.56917)
      (16, 154, 0.76393)
      (16, 155, 0.55187)
      (16, 156, 0.21948)
      (16, 159, 0.63982)
      (16, 160, 0.64350)
      (16, 161, 0.53895)
      (16, 162, 0.64479)
      (16, 163, 0.29367)
      (16, 164, 0.24349)
      (16, 165, 0.36142)
      (16, 174, 0.29319)
      (16, 175, 0.48117)
      (16, 179, 0.81985)
      (16, 183, 0.93275)
      (16, 186, 0.71791)
      (16, 187, 0.78358)
      (16, 188, 0.21449)
      (16, 190, 0.46560)
      (16, 195, 0.22740)
      (16, 196, 0.00991)
      (16, 197, 0.55347)
      (16, 198, 0.41832)
      (16, 199, 0.72517)
      (17,  5, 0.80841)
      (17,  7, 0.63752)
      (17,  8, 0.21091)
      (17, 10, 0.77676)
      (17, 12, 0.53219)
      (17, 13, 0.11311)
      (17, 14, 0.51216)
      (17, 16, 0.71836)
      (17, 18, 0.24848)
      (17, 20, 0.27554)
      (17, 21, 0.75480)
      (17, 24, 0.52737)
      (17, 25, 0.94519)
      (17, 26, 0.78822)
      (17, 27, 0.30459)
      (17, 28, 0.42462)
      (17, 30, 0.53318)
      (17, 31, 0.22530)
      (17, 34, 0.77286)
      (17, 35, 0.62447)
      (17, 37, 0.59992)
      (17, 39, 0.81792)
      (17, 40, 0.53428)
      (17, 42, 0.21081)
      (17, 46, 0.43121)
      (17, 48, 0.07803)
      (17, 50, 0.27567)
      (17, 51, 0.66606)
      (17, 55, 0.58903)
      (17, 58, 0.86414)
      (17, 59, 0.67516)
      (17, 62, 0.36079)
      (17, 67, 0.60407)
      (17, 69, 0.50105)
      (17, 70, 0.52670)
      (17, 72, 0.73822)
      (17, 75, 0.36895)
      (17, 76, 0.22608)
      (17, 78, 0.75787)
      (17, 79, 0.23831)
      (17, 80, 0.16666)
      (17, 81, 0.36169)
      (17, 82, 0.45322)
      (17, 86, 0.25836)
      (17, 87, 0.54467)
      (17, 88, 0.51888)
      (17, 90, 0.89517)
      (17, 98, 0.54129)
      (17, 100, 0.49311)
      (17, 104, 0.37105)
      (17, 107, 0.80860)
      (17, 109, 0.55109)
      (17, 110, 0.37401)
      (17, 111, 0.65418)
      (17, 112, 0.62137)
      (17, 113, 0.78488)
      (17, 114, 0.36595)
      (17, 115, 0.53884)
      (17, 118, 0.26668)
      (17, 120, 0.02274)
      (17, 124, 0.14229)
      (17, 127, 0.27995)
      (17, 129, 0.49447)
      (17, 130, 0.13533)
      (17, 136, 0.64424)
      (17, 137, 0.32778)
      (17, 138, 0.01243)
      (17, 140, 0.51052)
      (17, 144, 0.00205)
      (17, 146, 0.98120)
      (17, 147, 0.14571)
      (17, 151, 0.04623)
      (17, 156, 0.99798)
      (17, 157, 0.54486)
      (17, 158, 0.56901)
      (17, 160, 0.58507)
      (17, 161, 0.39391)
      (17, 162, 0.58879)
      (17, 164, 0.23086)
      (17, 166, 0.99493)
      (17, 168, 0.77670)
      (17, 169, 0.88297)
      (17, 172, 0.39730)
      (17, 174, 0.92419)
      (17, 176, 0.73365)
      (17, 177, 0.46904)
      (17, 181, 0.67012)
      (17, 184, 0.58146)
      (17, 189, 0.72143)
      (17, 191, 0.18575)
      (17, 192, 0.72073)
      (17, 193, 0.83244)
      (17, 195, 0.21618)
      (17, 196, 0.48148)
      (17, 197, 0.99769)
      (17, 198, 0.20871)
      (17, 199, 0.18094)
      (18,  1, 0.62473)
      (18,  4, 0.60779)
      (18,  6, 0.94001)
      (18,  9, 0.00373)
      (18, 10, 0.23685)
      (18, 11, 0.11665)
      (18, 12, 0.59614)
      (18, 13, 0.02627)
      (18, 20, 0.19560)
      (18, 22, 0.23833)
      (18, 23, 0.06255)
      (18, 24, 0.93819)
      (18, 30, 0.90761)
      (18, 31, 0.90094)
      (18, 32, 0.69563)
      (18, 33, 0.83658)
      (18, 34, 0.95247)
      (18, 35, 0.62457)
      (18, 37, 0.22384)
      (18, 41, 0.08755)
      (18, 42, 0.49892)
      (18, 44, 0.79802)
      (18, 48, 0.19494)
      (18, 49, 0.73937)
      (18, 50, 0.35585)
      (18, 53, 0.51921)
      (18, 56, 0.38256)
      (18, 58, 0.93147)
      (18, 60, 0.24564)
      (18, 62, 0.73566)
      (18, 65, 0.29789)
      (18, 67, 0.44250)
      (18, 69, 0.84331)
      (18, 70, 0.93937)
      (18, 71, 0.76126)
      (18, 75, 0.46138)
      (18, 77, 0.90140)
      (18, 79, 0.25789)
      (18, 80, 0.21263)
      (18, 85, 0.36459)
      (18, 88, 0.70767)
      (18, 90, 0.14101)
      (18, 93, 0.09117)
      (18, 94, 0.42651)
      (18, 98, 0.63922)
      (18, 99, 0.96414)
      (18, 100, 0.15013)
      (18, 101, 0.60392)
      (18, 102, 0.02226)
      (18, 104, 0.45535)
      (18, 105, 0.30393)
      (18, 111, 0.02603)
      (18, 115, 0.57697)
      (18, 116, 0.52222)
      (18, 118, 0.21912)
      (18, 122, 0.90937)
      (18, 125, 0.91333)
      (18, 128, 0.08981)
      (18, 130, 0.23343)
