1 directed weighted graphs; all are reachable from vertex 0.

** G1: |V| = 1000
(u, v) E = { 
      (15, 954, 0.96923)
      (15, 958, 0.65493)
      (15, 959, 0.22045)
      (15, 969, 0.66072)
      (15, 981, 0.19968)
      (16, 47, 0.79738)
      (16, 50, 0.98772)
      (16, 65, 0.07395)
      (16, 71, 0.40612)
      (16, 109, 0.91742)
      (16, 117, 0.55614)
      (16, 126, 0.82882)
      (16, 134, 0.50166)
      (16, 143, 0.65764)
      (16, 232, 0.55029)
      (16, 266, 0.42805)
      (16, 278, 0.82095)
      (16, 295, 0.50906)
      (16, 304, 0.57147)
      (16, 324, 0.62523)
      (16, 326, 0.54811)
      (16, 336, 0.56692)
      (16, 345, 0.64968)
      (16, 386, 0.19392)
      (16, 447, 0.03387)
      (16, 477, 0.51081)
      (16, 491, 0.08296)
      (16, 507, 0.45039)
      (16, 570, 0.25242)
      (16, 592, 0.54315)
      (16, 602, 0.25230)
      (16, 621, 0.68950)
      (16, 623, 0.41747)
      (16, 660, 0.64941)
      (16, 699, 0.73733)
      (16, 708, 0.41262)
      (16, 717, 0.22783)
      (16, 735, 0.72124)
      (16, 739, 0.02251)
      (16, 799, 0.66925)
      (16, 824, 0.85043)
      (16, 832, 0.53604)
      (16, 837, 0.97604)
      (16, 844, 0.98159)
      (16, 886, 0.85711)
      (16, 896, 0.37386)
      (16, 903, 0.31235)
      (16, 916, 0.81762)
      (16, 942, 0.45000)
      (16, 950, 0.68873)
      (16, 966, 0.87648)
      (16, 985, 0.60685)
      (16, 997, 0.64585)
      (17,  6, 0.47219)
      (17, 38, 0.84073)
      (17, 40, 0.00999)
      (17, 45, 0.68701)
      (17, 48, 0.11819)
      (17, 176, 0.85514)
      (17, 224, 0.51027)
      (17, 243, 0.02838)
      (17, 259, 0.22383)
      (17, 267, 0.49386)
      (17, 298, 0.56628)
      (17, 317, 0.59225)
      (17, 323, 0.60025)
      (17, 335, 0.16788)
      (17, 366, 0.15505)
      (17, 402, 0.17448)
      (17, 427, 0.79165)
      (17, 431, 0.28097)
      (17, 462, 0.79268)
      (17, 504, 0.31280)
      (17, 506, 0.15133)
      (17, 512, 0.57343)
      (17, 529, 0.08744)
      (17, 546, 0.80627)
      (17, 637, 0.82481)
      (17, 638, 0.24086)
      (17, 643, 0.82410)
      (17, 646, 0.20068)
      (17, 658, 0.20245)
      (17, 660, 0.16445)
      (17, 661, 0.39597)
      (17, 667, 0.18451)
      (17, 682, 0.54507)
      (17, 744, 0.87672)
      (17, 764, 0.82310)
      (17, 784, 0.87539)
      (17, 811, 0.30364)
      (17, 824, 0.15144)
      (17, 884, 0.99181)
      (17, 913, 0.29831)
      (17, 943, 0.49954)
      (17, 950, 0.14049)
      (17, 990, 0.76446)
      (18, 28, 0.63622)
      (18, 29, 0.17547)
      (18, 50, 0.97186)
      (18, 57, 0.47517)
      (18, 80, 0.54313)
      (18, 102, 0.90438)
      (18, 103, 0.02050)
      (18, 144, 0.57160)
      (18, 150, 0.80579)
      (18, 161, 0.41769)
      (18, 166, 0.00844)
      (18, 181, 0.80868)
      (18, 206, 0.98645)
      (18, 212, 0.07213)
      (18, 213, 0.05085)
      (18, 227, 0.93554)
      (18, 256, 0.73738)
      (18, 286, 0.52536)
      (18, 300, 0.21162)
      (18, 352, 0.85812)
      (18, 366, 0.18762)
      (18, 391, 0.25830)
      (18, 396, 0.05923)
      (18, 433, 0.52387)
      (18, 436, 0.33926)
      (18, 511, 0.45821)
      (18, 528, 0.21488)
      (18, 549, 0.73114)
      (18, 556, 0.04284)
      (18, 569, 0.91694)
      (18, 583, 0.58552)
      (18, 585, 0.15352)
      (18, 613, 0.74283)
      (18, 627, 0.98859)
      (18, 630, 0.34985)
      (18, 676, 0.40624)
      (18, 711, 0.36874)
      (18, 758, 0.15508)
      (18, 761, 0.76453)
      (18, 766, 0.80646)
      (18, 773, 0.94904)
      (18, 791, 0.68646)
      (18, 804, 0.12355)
      (18, 812, 0.48430)
      (18, 818, 0.04728)
      (18, 824, 0.16079)
      (18, 955, 0.74726)
      (18, 996, 0.62569)
      (18, 998, 0.05607)
      (19, 30, 0.88307)
      (19, 41, 0.17244)
      (19, 55, 0.99702)
      (19, 68, 0.43167)
      (19, 71, 0.72543)
      (19, 90, 0.73655)
      (19, 100, 0.69872)
      (19, 108, 0.35331)
      (19, 125, 0.95013)
      (19, 135, 0.79461)
      (19, 159, 0.90018)
      (19, 174, 0.68711)
      (19, 228, 0.45497)
      (19, 230, 0.01732)
      (19, 269, 0.68265)
      (19, 309, 0.25338)
      (19, 323, 0.37351)
      (19, 355, 0.50717)
      (19, 362, 0.78717)
      (19, 369, 0.02890)
      (19, 428, 0.57946)
      (19, 436, 0.39206)
      (19, 441, 0.78933)
      (19, 456, 0.08080)
      (19, 553, 0.82665)
      (19, 571, 0.59242)
      (19, 588, 0.08287)
      (19, 589, 0.72526)
      (19, 594, 0.60072)
      (19, 598, 0.58763)
      (19, 602, 0.91306)
      (19, 605, 0.68854)
      (19, 660, 0.07181)
      (19, 671, 0.06936)
      (19, 673, 0.30550)
      (19, 675, 0.47964)
      (19, 704, 0.81988)
      (19, 738, 0.04580)
      (19, 762, 0.73793)
      (19, 786, 0.76743)
      (19, 803, 0.32143)
      (19, 850, 0.12267)
      (19, 868, 0.91816)
      (19, 896, 0.71924)
      (19, 927, 0.33167)
      (19, 930, 0.69024)
      (19, 933, 0.10792)
      (19, 944, 0.20263)
      (19, 946, 0.62159)
      (19, 973, 0.59892)
      (19, 996, 0.97251)
      (20, 24, 0.42576)
      (20, 35, 0.33695)
      (20, 71, 0.49476)
      (20, 78, 0.02582)
      (20, 88, 0.79718)
      (20, 97, 0.15109)
      (20, 131, 0.71994)
      (20, 161, 0.58063)
      (20, 187, 0.12525)
      (20, 211, 0.41352)
      (20, 271, 0.55644)
      (20, 273, 0.63904)
      (20, 286, 0.68836)
      (20, 299, 0.33873)
      (20, 322, 0.27004)
      (20, 327, 0.64971)
      (20, 345, 0.66761)
      (20, 350, 0.25408)
      (20, 352, 0.43871)
      (20, 363, 0.22401)
      (20, 372, 0.68082)
      (20, 388, 0.59130)
      (20, 490, 0.91335)
      (20, 491, 0.09501)
      (20, 527, 0.63022)
      (20, 547, 0.91563)
      (20, 549, 0.50242)
      (20, 557, 0.68058)
      (20, 570, 0.63426)
      (20, 598, 0.04415)
      (20, 604, 0.11936)
      (20, 622, 0.28830)
      (20, 637, 0.66451)
      (20, 639, 0.36997)
      (20, 674, 0.91694)
      (20, 684, 0.16507)
      (20, 690, 0.91063)
      (20, 700, 0.94838)
      (20, 744, 0.90034)
      (20, 767, 0.46208)
      (20, 778, 0.39470)
      (20, 789, 0.56152)
      (20, 836, 0.84621)
      (20, 872, 0.21880)
      (20, 880, 0.48492)
      (20, 882, 0.70040)
      (20, 886, 0.77153)
      (20, 915, 0.59988)
      (20, 929, 0.04146)
      (20, 942, 0.70862)
      (20, 946, 0.21607)
      (20, 949, 0.11200)
      (20, 953, 0.38128)
      (21,  5, 0.17281)
      (21,  7, 0.25115)
      (21, 37, 0.56830)
      (21, 64, 0.64225)
      (21, 72, 0.10143)
      (21, 77, 0.30300)
      (21, 78, 0.74048)
      (21, 89, 0.25467)
      (21, 110, 0.86850)
      (21, 136, 0.98884)
      (21, 180, 0.48660)
      (21, 190, 0.18426)
      (21, 217, 0.03401)
      (21, 243, 0.26068)
      (21, 248, 0.73830)
      (21, 258, 0.11735)
      (21, 301, 0.13525)
      (21, 319, 0.03569)
      (21, 321, 0.33144)
      (21, 332, 0.96873)
      (21, 334, 0.12181)
      (21, 433, 0.35772)
      (21, 452, 0.08022)
      (21, 485, 0.17957)
      (21, 533, 0.64056)
      (21, 562, 0.58176)
      (21, 575, 0.21505)
      (21, 607, 0.78068)
      (21, 615, 0.15764)
      (21, 653, 0.78975)
      (21, 656, 0.06750)
      (21, 668, 0.46027)
      (21, 679, 0.98139)
      (21, 709, 0.14514)
      (21, 714, 0.23942)
      (21, 778, 0.30365)
      (21, 805, 0.88925)
      (21, 836, 0.47543)
      (21, 841, 0.33554)
      (21, 846, 0.82373)
      (21, 902, 0.75243)
      (21, 942, 0.41258)
      (21, 947, 0.72191)
      (21, 948, 0.00130)
      (21, 949, 0.57324)
      (21, 950, 0.70681)
      (21, 965, 0.40941)
      (21, 969, 0.17582)
      (21, 977, 0.93703)
      (21, 981, 0.54357)
      (22,  6, 0.84943)
      (22, 23, 0.10460)
      (22, 32, 0.34444)
      (22, 34, 0.18335)
      (22, 40, 0.46272)
      (22, 61, 0.83212)
      (22, 76, 0.45998)
      (22, 79, 0.07606)
      (22, 114, 0.46179)
      (22, 122, 0.27194)
      (22, 146, 0.75740)
      (22, 149, 0.50499)
      (22, 154, 0.21919)
      (22, 177, 0.37182)
      (22, 183, 0.29759)
      (22, 205, 0.94219)
      (22, 223, 0.70421)
      (22, 245, 0.37683)
      (22, 246, 0.91356)
      (22, 255, 0.00510)
      (22, 264, 0.86192)
      (22, 290, 0.84937)
      (22, 322, 0.66020)
      (22, 325, 0.84845)
      (22, 335, 0.73873)
      (22, 348, 0.33767)
      (22, 355, 0.56005)
      (22, 398, 0.44023)
      (22, 414, 0.42986)
      (22, 422, 0.93206)
      (22, 429, 0.27575)
      (22, 459, 0.61452)
      (22, 471, 0.29604)
      (22, 540, 0.51848)
      (22, 596, 0.49528)
      (22, 597, 0.38254)
      (22, 607, 0.16799)
      (22, 612, 0.07804)
      (22, 621, 0.57335)
      (22, 630, 0.56493)
      (22, 670, 0.46234)
      (22, 672, 0.08692)
      (22, 681, 0.52937)
      (22, 688, 0.95410)
      (22, 695, 0.87565)
      (22, 723, 0.26294)
      (22, 760, 0.26728)
      (22, 767, 0.41899)
      (22, 793, 0.03117)
      (22, 824, 0.47868)
      (22, 867, 0.55594)
      (22, 906, 0.57072)
      (22, 910, 0.85609)
      (22, 932, 0.79459)
      (22, 943, 0.14285)
      (22, 979, 0.20769)
      (22, 993, 0.47013)
      (23, 18, 0.50952)
      (23, 50, 0.67613)
      (23, 53, 0.40338)
      (23, 68, 0.46407)
      (23, 117, 0.65595)
      (23, 145, 0.78172)
      (23, 161, 0.53972)
      (23, 164, 0.31955)
      (23, 196, 0.89868)
      (23, 201, 0.22143)
      (23, 206, 0.89907)
      (23, 223, 0.42857)
      (23, 250, 0.53711)
      (23, 254, 0.94443)
      (23, 263, 0.51906)
      (23, 280, 0.15162)
      (23, 293, 0.19335)
      (23, 301, 0.24469)
      (23, 302, 0.86225)
      (23, 313, 0.79722)
      (23, 328, 0.27889)
      (23, 340, 0.44012)
      (23, 344, 0.55505)
      (23, 352, 0.79275)
      (23, 355, 0.55327)
      (23, 382, 0.05485)
      (23, 408, 0.59215)
      (23, 410, 0.30364)
      (23, 417, 0.17904)
      (23, 420, 0.19236)
      (23, 452, 0.69941)
      (23, 456, 0.21767)
      (23, 457, 0.07093)
      (23, 462, 0.70198)
      (23, 524, 0.75267)
      (23, 544, 0.45018)
      (23, 553, 0.73921)
      (23, 571, 0.54111)
      (23, 573, 0.13961)
      (23, 581, 0.56597)
      (23, 599, 0.53405)
      (23, 634, 0.90865)
      (23, 635, 0.56057)
      (23, 637, 0.44725)
      (23, 701, 0.75801)
      (23, 704, 0.30351)
      (23, 709, 0.71685)
      (23, 716, 0.47393)
      (23, 725, 0.09570)
      (23, 741, 0.12440)
      (23, 744, 0.56155)
      (23, 768, 0.93871)
      (23, 775, 0.77792)
      (23, 781, 0.67231)
      (23, 798, 0.38066)
      (23, 800, 0.01617)
      (23, 814, 0.96015)
      (23, 822, 0.81753)
      (23, 824, 0.70464)
      (23, 826, 0.43532)
      (23, 849, 0.46939)
      (23, 869, 0.58261)
      (23, 871, 0.77259)
      (23, 880, 0.98347)
      (23, 893, 0.23443)
      (23, 914, 0.39307)
      (23, 929, 0.84709)
      (23, 952, 0.89509)
      (23, 955, 0.78992)
      (23, 964, 0.74345)
      (23, 978, 0.32819)
      (23, 981, 0.05049)
      (23, 989, 0.50263)
      (23, 993, 0.61712)
      (23, 994, 0.15645)
      (23, 995, 0.84103)
      (23, 996, 0.24971)
      (24,  1, 0.74021)
      (24,  5, 0.29953)
      (24,  8, 0.01666)
      (24, 43, 0.37648)
      (24, 49, 0.45938)
      (24, 52, 0.25910)
      (24, 64, 0.34581)
      (24, 78, 0.95306)
      (24, 92, 0.83985)
      (24, 109, 0.38888)
      (24, 130, 0.54896)
      (24, 140, 0.77621)
      (24, 147, 0.01562)
      (24, 167, 0.13809)
      (24, 192, 0.12758)
      (24, 206, 0.93773)
      (24, 240, 0.18690)
      (24, 253, 0.01432)
      (24, 284, 0.85392)
      (24, 303, 0.11781)
      (24, 327, 0.27910)
      (24, 341, 0.41363)
      (24, 342, 0.78946)
      (24, 352, 0.62959)
      (24, 370, 0.25142)
      (24, 419, 0.95596)
      (24, 423, 0.87797)
      (24, 444, 0.34914)
      (24, 465, 0.94885)
      (24, 470, 0.81611)
      (24, 481, 0.57222)
      (24, 530, 0.58731)
      (24, 544, 0.99913)
      (24, 576, 0.28572)
      (24, 578, 0.85945)
      (24, 582, 0.51253)
      (24, 612, 0.11367)
      (24, 615, 0.78750)
      (24, 690, 0.08964)
      (24, 698, 0.19218)
      (24, 712, 0.63263)
      (24, 736, 0.40477)
      (24, 812, 0.07685)
      (24, 819, 0.22777)
      (24, 824, 0.17576)
      (24, 842, 0.89738)
      (24, 847, 0.78858)
      (24, 849, 0.88750)
      (24, 864, 0.93141)
      (24, 871, 0.14586)
      (24, 902, 0.88437)
      (24, 931, 0.64452)
      (24, 948, 0.65955)
      (24, 959, 0.93226)
      (24, 977, 0.99798)
      (25,  2, 0.25833)
      (25, 17, 0.18072)
      (25, 67, 0.37886)
      (25, 74, 0.21342)
      (25, 76, 0.74096)
      (25, 92, 0.94182)
      (25, 102, 0.67111)
      (25, 126, 0.13701)
      (25, 140, 0.78823)
      (25, 159, 0.13860)
      (25, 167, 0.67695)
      (25, 234, 0.64025)
      (25, 239, 0.82303)
      (25, 248, 0.24406)
      (25, 354, 0.15769)
      (25, 379, 0.74457)
      (25, 399, 0.93789)
      (25, 414, 0.01425)
      (25, 451, 0.12352)
      (25, 461, 0.31303)
      (25, 473, 0.42490)
      (25, 479, 0.56290)
      (25, 491, 0.15708)
      (25, 509, 0.59070)
      (25, 524, 0.71060)
      (25, 534, 0.16638)
      (25, 564, 0.53937)
      (25, 574, 0.93564)
      (25, 580, 0.58068)
      (25, 583, 0.23331)
      (25, 585, 0.91498)
      (25, 593, 0.39618)
      (25, 595, 0.21009)
      (25, 611, 0.25405)
      (25, 614, 0.01230)
      (25, 615, 0.09472)
      (25, 655, 0.67014)
      (25, 665, 0.34867)
      (25, 680, 0.24523)
      (25, 689, 0.04259)
      (25, 707, 0.95562)
      (25, 736, 0.90116)
      (25, 756, 0.11228)
      (25, 783, 0.39743)
      (25, 787, 0.73704)
      (25, 791, 0.44253)
      (25, 805, 0.71269)
      (25, 810, 0.12405)
      (25, 833, 0.44280)
      (25, 844, 0.88440)
      (25, 851, 0.89284)
      (25, 872, 0.87832)
      (25, 886, 0.23200)
      (25, 904, 0.21027)
      (25, 905, 0.60030)
      (25, 919, 0.67761)
      (25, 937, 0.14901)
      (25, 958, 0.81727)
      (25, 978, 0.58028)
      (25, 988, 0.69827)
      (25, 992, 0.48339)
      (25, 999, 0.45344)
      (26, 22, 0.66605)
      (26, 23, 0.29821)
      (26, 30, 0.07867)
      (26, 49, 0.81744)
      (26, 73, 0.39771)
      (26, 94, 0.30089)
      (26, 107, 0.85753)
      (26, 130, 0.03348)
      (26, 132, 0.03843)
      (26, 136, 0.16046)
      (26, 139, 0.19779)
      (26, 151, 0.44247)
      (26, 159, 0.03875)
      (26, 174, 0.56639)
      (26, 177, 0.09294)
      (26, 186, 0.74259)
      (26, 203, 0.36474)
      (26, 205, 0.54629)
      (26, 207, 0.31232)
      (26, 269, 0.47479)
      (26, 306, 0.24233)
      (26, 319, 0.52011)
      (26, 380, 0.98196)
      (26, 389, 0.44036)
      (26, 399, 0.08404)
      (26, 402, 0.09981)
      (26, 436, 0.23198)
      (26, 461, 0.02963)
      (26, 479, 0.56672)
      (26, 482, 0.01124)
      (26, 500, 0.57719)
      (26, 535, 0.06223)
      (26, 539, 0.49465)
      (26, 574, 0.06733)
      (26, 603, 0.42898)
      (26, 630, 0.43123)
      (26, 660, 0.80882)
      (26, 713, 0.48373)
      (26, 740, 0.31380)
      (26, 764, 0.92420)
      (26, 795, 0.49457)
      (26, 818, 0.24707)
      (26, 820, 0.38664)
      (26, 824, 0.32789)
      (26, 831, 0.27465)
      (26, 832, 0.13848)
      (26, 836, 0.65330)
      (26, 844, 0.04753)
      (26, 863, 0.12129)
      (26, 866, 0.11807)
      (26, 890, 0.91628)
      (26, 901, 0.08420)
      (26, 903, 0.95120)
      (26, 933, 0.61809)
      (26, 946, 0.75991)
      (26, 978, 0.10505)
      (26, 985, 0.82368)
      (27,  5, 0.48325)
      (27, 11, 0.97902)
      (27, 21, 0.55751)
      (27, 41, 0.04812)
      (27, 55, 0.65726)
      (27, 63, 0.57071)
      (27, 65, 0.00029)
      (27, 101, 0.33169)
      (27, 117, 0.08979)
      (27, 145, 0.89030)
      (27, 157, 0.82322)
      (27, 176, 0.49138)
      (27, 187, 0.92407)
      (27, 190, 0.34382)
      (27, 197, 0.86205)
      (27, 198, 0.07640)
      (27, 205, 0.59598)
      (27, 219, 0.21011)
      (27, 226, 0.49986)
      (27, 248, 0.85909)
      (27, 251, 0.01777)
      (27, 269, 0.78350)
      (27, 285, 0.79791)
      (27, 292, 0.90684)
      (27, 293, 0.74250)
      (27, 344, 0.00472)
      (27, 365, 0.37035)
      (27, 393, 0.00267)
      (27, 412, 0.29996)
      (27, 424, 0.67002)
      (27, 479, 0.09350)
      (27, 498, 0.53107)
      (27, 506, 0.85626)
      (27, 511, 0.48477)
      (27, 515, 0.95028)
      (27, 526, 0.62013)
      (27, 544, 0.96802)
      (27, 550, 0.16688)
      (27, 553, 0.21677)
      (27, 601, 0.61965)
      (27, 610, 0.82086)
      (27, 621, 0.96252)
      (27, 634, 0.23938)
      (27, 635, 0.71720)
      (27, 643, 0.34840)
      (27, 669, 0.84307)
      (27, 672, 0.74271)
      (27, 679, 0.01140)
      (27, 704, 0.18949)
      (27, 706, 0.70469)
      (27, 712, 0.47978)
      (27, 748, 0.67693)
      (27, 749, 0.79649)
      (27, 788, 0.11482)
      (27, 792, 0.74817)
      (27, 795, 0.35571)
      (27, 805, 0.07190)
      (27, 839, 0.31096)
      (27, 851, 0.22222)
      (27, 871, 0.57502)
      (27, 893, 0.04666)
      (27, 894, 0.19902)
      (27, 900, 0.43264)
      (27, 971, 0.10348)
      (27, 974, 0.44176)
      (27, 979, 0.72333)
      (28, 43, 0.32502)
      (28, 84, 0.09048)
      (28, 85, 0.35921)
      (28, 111, 0.85206)
      (28, 115, 0.35400)
      (28, 139, 0.41356)
      (28, 156, 0.69885)
      (28, 187, 0.51046)
      (28, 203, 0.35150)
      (28, 206, 0.52053)
      (28, 221, 0.31706)
      (28, 248, 0.91065)
      (28, 249, 0.23131)
      (28, 278, 0.33672)
      (28, 283, 0.31521)
      (28, 293, 0.96471)
      (28, 296, 0.57393)
      (28, 302, 0.07416)
      (28, 325, 0.85859)
      (28, 333, 0.61323)
      (28, 342, 0.62599)
      (28, 350, 0.81385)
      (28, 357, 0.73152)
      (28, 374, 0.59847)
      (28, 380, 0.22599)
      (28, 386, 0.12829)
      (28, 391, 0.01560)
      (28, 392, 0.43257)
      (28, 445, 0.82254)
      (28, 469, 0.67474)
      (28, 474, 0.96696)
      (28, 489, 0.61177)
      (28, 497, 0.10697)
      (28, 499, 0.71192)
      (28, 516, 0.41559)
      (28, 532, 0.50476)
      (28, 562, 0.78847)
      (28, 565, 0.33816)
      (28, 591, 0.39757)
      (28, 613, 0.78547)
      (28, 616, 0.39185)
      (28, 629, 0.71631)
      (28, 664, 0.50437)
      (28, 670, 0.63254)
      (28, 692, 0.81944)
      (28, 693, 0.50667)
      (28, 707, 0.39617)
      (28, 742, 0.06315)
      (28, 759, 0.00117)
      (28, 762, 0.82114)
      (28, 764, 0.88512)
      (28, 775, 0.96634)
      (28, 815, 0.97866)
      (28, 819, 0.88968)
      (28, 825, 0.39652)
      (28, 829, 0.71530)
      (28, 941, 0.50698)
      (28, 947, 0.67958)
      (28, 948, 0.09426)
      (28, 976, 0.33918)
      (28, 989, 0.22478)
      (28, 997, 0.44755)
      (29, 12, 0.76240)
      (29, 22, 0.40899)
      (29, 23, 0.09164)
      (29, 50, 0.29347)
      (29, 76, 0.84696)
      (29, 88, 0.40647)
      (29, 115, 0.17789)
      (29, 121, 0.47802)
      (29, 123, 0.96696)
      (29, 125, 0.10700)
      (29, 137, 0.78923)
      (29, 163, 0.53964)
      (29, 185, 0.74038)
      (29, 189, 0.25676)
      (29, 202, 0.67438)
      (29, 207, 0.49533)
      (29, 217, 0.41590)
      (29, 219, 0.42152)
      (29, 234, 0.58089)
      (29, 239, 0.45368)
      (29, 250, 0.11976)
      (29, 323, 0.17392)
      (29, 383, 0.31720)
      (29, 391, 0.83598)
      (29, 397, 0.80422)
      (29, 404, 0.85858)
      (29, 407, 0.56382)
      (29, 429, 0.86418)
      (29, 437, 0.39983)
      (29, 450, 0.82938)
      (29, 470, 0.67738)
      (29, 471, 0.75393)
      (29, 476, 0.84900)
      (29, 478, 0.43795)
      (29, 479, 0.78940)
      (29, 483, 0.26018)
      (29, 508, 0.60952)
      (29, 514, 0.73573)
      (29, 527, 0.97281)
      (29, 549, 0.67185)
      (29, 613, 0.46275)
      (29, 621, 0.19044)
      (29, 626, 0.64763)
      (29, 661, 0.85954)
      (29, 702, 0.93921)
      (29, 717, 0.08300)
      (29, 732, 0.32681)
      (29, 748, 0.97405)
      (29, 811, 0.56590)
      (29, 812, 0.42506)
      (29, 819, 0.06904)
      (29, 821, 0.46838)
      (29, 880, 0.87765)
      (29, 884, 0.26576)
      (29, 903, 0.60743)
      (29, 922, 0.63066)
      (29, 936, 0.46169)
      (29, 963, 0.54101)
      (29, 976, 0.98078)
      (29, 982, 0.93946)
      (29, 998, 0.02797)
      (30,  4, 0.11736)
      (30, 107, 0.05376)
      (30, 109, 0.91945)
      (30, 120, 0.72765)
      (30, 125, 0.81303)
      (30, 158, 0.50199)
      (30, 168, 0.10294)
      (30, 184, 0.08554)
      (30, 217, 0.04039)
      (30, 224, 0.31579)
      (30, 236, 0.35226)
      (30, 250, 0.18458)
      (30, 252, 0.95313)
      (30, 253, 0.68534)
      (30, 299, 0.16602)
      (30, 310, 0.41423)
      (30, 341, 0.65050)
      (30, 358, 0.73759)
      (30, 361, 0.81402)
      (30, 379, 0.36468)
      (30, 390, 0.88861)
      (30, 423, 0.26913)
      (30, 425, 0.45948)
      (30, 439, 0.54396)
      (30, 466, 0.99124)
      (30, 467, 0.02110)
      (30, 502, 0.74523)
      (30, 528, 0.91040)
      (30, 545, 0.91724)
