1 directed weighted graphs; all are reachable from vertex 0.

** G1: |V| = 2000
(u, v) E = { 
      (49, 739, 0.14346)
      (49, 791, 0.27778)
      (49, 822, 0.49376)
      (49, 833, 0.88224)
      (49, 1174, 0.03256)
      (49, 1179, 0.72080)
      (49, 1280, 0.60408)
      (49, 1370, 0.43135)
      (49, 1382, 0.75723)
      (49, 1385, 0.64554)
      (49, 1428, 0.20302)
      (49, 1455, 0.68654)
      (49, 1512, 0.48133)
      (49, 1526, 0.39926)
      (49, 1656, 0.72957)
      (49, 1658, 0.46792)
      (50, 67, 0.60174)
      (50, 70, 0.44113)
      (50, 180, 0.87017)
      (50, 455, 0.84703)
      (50, 484, 0.75034)
      (50, 527, 0.65687)
      (50, 732, 0.53377)
      (50, 891, 0.12349)
      (50, 1140, 0.26216)
      (50, 1375, 0.72317)
      (50, 1391, 0.99002)
      (50, 1411, 0.30404)
      (50, 1707, 0.84620)
      (50, 1790, 0.59046)
      (51, 95, 0.75144)
      (51, 100, 0.49244)
      (51, 261, 0.31937)
      (51, 313, 0.62982)
      (51, 525, 0.99480)
      (51, 546, 0.75525)
      (51, 682, 0.58274)
      (51, 830, 0.22260)
      (51, 855, 0.74478)
      (51, 867, 0.28292)
      (51, 997, 0.54658)
      (51, 1130, 0.21763)
      (51, 1284, 0.70313)
      (51, 1392, 0.20133)
      (51, 1453, 0.57965)
      (51, 1575, 0.54779)
      (51, 1580, 0.27747)
      (51, 1591, 0.56542)
      (51, 1670, 0.37050)
      (51, 1882, 0.62768)
      (51, 1912, 0.62860)
      (51, 1925, 0.67650)
      (52, 30, 0.11471)
      (52, 191, 0.52867)
      (52, 293, 0.62846)
      (52, 353, 0.39365)
      (52, 567, 0.29694)
      (52, 614, 0.40185)
      (52, 630, 0.18958)
      (52, 635, 0.48581)
      (52, 639, 0.87409)
      (52, 749, 0.81514)
      (52, 833, 0.90238)
      (52, 1008, 0.28606)
      (52, 1028, 0.57577)
      (52, 1058, 0.64686)
      (52, 1314, 0.94138)
      (52, 1419, 0.38361)
      (52, 1472, 0.76705)
      (52, 1497, 0.04488)
      (52, 1585, 0.88548)
      (52, 1651, 0.44788)
      (52, 1679, 0.29215)
      (52, 1751, 0.09901)
      (52, 1925, 0.28777)
      (53,  5, 0.66732)
      (53, 186, 0.13971)
      (53, 421, 0.13366)
      (53, 500, 0.18338)
      (53, 539, 0.01705)
      (53, 683, 0.55683)
      (53, 983, 0.44871)
      (53, 1360, 0.02039)
      (53, 1425, 0.99192)
      (53, 1604, 0.51011)
      (53, 1715, 0.36951)
      (53, 1726, 0.86371)
      (53, 1795, 0.16184)
      (53, 1844, 0.14822)
      (53, 1846, 0.24871)
      (53, 1938, 0.53199)
      (53, 1957, 0.76505)
      (53, 1959, 0.49618)
      (54, 143, 0.44118)
      (54, 354, 0.42548)
      (54, 514, 0.30939)
      (54, 650, 0.64271)
      (54, 734, 0.37536)
      (54, 834, 0.42056)
      (54, 858, 0.76590)
      (54, 862, 0.50894)
      (54, 1090, 0.37227)
      (54, 1153, 0.13538)
      (54, 1242, 0.86348)
      (54, 1248, 0.10076)
      (54, 1529, 0.52775)
      (54, 1739, 0.40934)
      (54, 1784, 0.03760)
      (54, 1837, 0.49785)
      (54, 1852, 0.24969)
      (54, 1938, 0.64215)
      (55, 130, 0.21687)
      (55, 250, 0.64404)
      (55, 374, 0.44990)
      (55, 472, 0.85271)
      (55, 697, 0.66667)
      (55, 713, 0.64275)
      (55, 926, 0.77956)
      (55, 1034, 0.24466)
      (55, 1264, 0.48002)
      (55, 1266, 0.47252)
      (55, 1323, 0.95470)
      (55, 1501, 0.11995)
      (55, 1577, 0.14622)
      (55, 1626, 0.67877)
      (55, 1785, 0.42984)
      (55, 1798, 0.61127)
      (55, 1984, 0.06004)
      (56, 40, 0.74883)
      (56, 89, 0.15207)
      (56, 149, 0.96847)
      (56, 189, 0.94020)
      (56, 291, 0.16506)
      (56, 430, 0.71011)
      (56, 446, 0.94208)
      (56, 464, 0.98624)
      (56, 488, 0.71753)
      (56, 566, 0.12182)
      (56, 655, 0.82759)
      (56, 776, 0.56763)
      (56, 865, 0.05225)
      (56, 898, 0.70420)
      (56, 907, 0.19446)
      (56, 936, 0.77332)
      (56, 982, 0.28871)
      (56, 1041, 0.33201)
      (56, 1079, 0.63036)
      (56, 1196, 0.34592)
      (56, 1239, 0.37872)
      (56, 1408, 0.40427)
      (56, 1428, 0.07065)
      (56, 1431, 0.61487)
      (56, 1562, 0.11542)
      (56, 1681, 0.06181)
      (56, 1725, 0.24766)
      (56, 1946, 0.52887)
      (57,  9, 0.88593)
      (57, 34, 0.64035)
      (57, 69, 0.70864)
      (57, 155, 0.38518)
      (57, 330, 0.19318)
      (57, 449, 0.66377)
      (57, 540, 0.19138)
      (57, 663, 0.93530)
      (57, 671, 0.86798)
      (57, 851, 0.04613)
      (57, 862, 0.97164)
      (57, 865, 0.25082)
      (57, 1021, 0.68883)
      (57, 1039, 0.85969)
      (57, 1159, 0.47101)
      (57, 1270, 0.70137)
      (57, 1289, 0.19576)
      (57, 1291, 0.46801)
      (57, 1342, 0.16647)
      (57, 1392, 0.17454)
      (57, 1424, 0.92799)
      (57, 1488, 0.57072)
      (57, 1530, 0.34394)
      (57, 1556, 0.53733)
      (57, 1698, 0.03666)
      (57, 1747, 0.21270)
      (57, 1776, 0.65635)
      (57, 1896, 0.52146)
      (58, 36, 0.97225)
      (58, 116, 0.74063)
      (58, 497, 0.13283)
      (58, 530, 0.41550)
      (58, 561, 0.80725)
      (58, 761, 0.20733)
      (58, 770, 0.14796)
      (58, 973, 0.91501)
      (58, 1018, 0.45505)
      (58, 1061, 0.46327)
      (58, 1124, 0.50709)
      (58, 1469, 0.90094)
      (58, 1563, 0.93493)
      (58, 1724, 0.32143)
      (58, 1784, 0.03397)
      (59, 30, 0.80062)
      (59, 143, 0.07284)
      (59, 159, 0.16825)
      (59, 171, 0.81974)
      (59, 320, 0.98449)
      (59, 333, 0.64376)
      (59, 365, 0.46265)
      (59, 414, 0.85091)
      (59, 443, 0.36952)
      (59, 554, 0.94689)
      (59, 559, 0.27262)
      (59, 626, 0.07747)
      (59, 1367, 0.57566)
      (59, 1413, 0.52127)
      (59, 1556, 0.58603)
      (59, 1615, 0.32140)
      (59, 1789, 0.87820)
      (59, 1976, 0.26889)
      (60, 122, 0.64474)
      (60, 318, 0.88787)
      (60, 320, 0.75292)
      (60, 464, 0.78275)
      (60, 672, 0.90918)
      (60, 756, 0.32982)
      (60, 786, 0.48180)
      (60, 803, 0.46661)
      (60, 814, 0.68951)
      (60, 839, 0.45930)
      (60, 955, 0.73307)
      (60, 1063, 0.70756)
      (60, 1162, 0.69056)
      (60, 1206, 0.68825)
      (60, 1219, 0.56646)
      (60, 1423, 0.33334)
      (60, 1445, 0.39630)
      (60, 1527, 0.72408)
      (60, 1765, 0.32000)
      (60, 1886, 0.75031)
      (61, 17, 0.07255)
      (61, 264, 0.12212)
      (61, 273, 0.64095)
      (61, 277, 0.53476)
      (61, 313, 0.17036)
      (61, 387, 0.27043)
      (61, 388, 0.51415)
      (61, 426, 0.31521)
      (61, 516, 0.71200)
      (61, 622, 0.73593)
      (61, 657, 0.18624)
      (61, 699, 0.90036)
      (61, 864, 0.81159)
      (61, 955, 0.49835)
      (61, 1124, 0.13689)
      (61, 1227, 0.84013)
      (61, 1241, 0.90000)
      (61, 1362, 0.35975)
      (61, 1497, 0.50336)
      (61, 1508, 0.33595)
      (61, 1724, 0.83247)
      (61, 1781, 0.27411)
      (61, 1908, 0.00661)
      (61, 1967, 0.67716)
      (62,  2, 0.83697)
      (62, 13, 0.79215)
      (62, 160, 0.02373)
      (62, 248, 0.55495)
      (62, 257, 0.07869)
      (62, 408, 0.76150)
      (62, 439, 0.67747)
      (62, 518, 0.75959)
      (62, 564, 0.87202)
      (62, 1005, 0.28849)
      (62, 1076, 0.97525)
      (62, 1114, 0.88020)
      (62, 1165, 0.82079)
      (62, 1182, 0.03047)
      (62, 1298, 0.43326)
      (62, 1317, 0.71549)
      (62, 1560, 0.16730)
      (62, 1603, 0.00924)
      (62, 1713, 0.08193)
      (62, 1857, 0.97802)
      (62, 1897, 0.15816)
      (62, 1964, 0.78703)
      (63, 98, 0.24435)
      (63, 179, 0.70291)
      (63, 535, 0.95693)
      (63, 554, 0.81633)
      (63, 588, 0.64145)
      (63, 605, 0.21933)
      (63, 613, 0.93282)
      (63, 778, 0.87529)
      (63, 947, 0.79694)
      (63, 979, 0.14277)
      (63, 1041, 0.26798)
      (63, 1150, 0.08158)
      (63, 1192, 0.97148)
      (63, 1202, 0.85182)
      (63, 1266, 0.19666)
      (63, 1276, 0.03218)
      (63, 1504, 0.97078)
      (63, 1544, 0.37491)
      (63, 1611, 0.64383)
      (63, 1674, 0.10902)
      (63, 1685, 0.07857)
      (63, 1897, 0.54915)
      (63, 1943, 0.69635)
      (64, 236, 0.44173)
      (64, 380, 0.45879)
      (64, 455, 0.64154)
      (64, 483, 0.10689)
      (64, 521, 0.76014)
      (64, 636, 0.99374)
      (64, 667, 0.68208)
      (64, 764, 0.82099)
      (64, 784, 0.21213)
      (64, 786, 0.65992)
      (64, 833, 0.15063)
      (64, 853, 0.90605)
      (64, 876, 0.66955)
      (64, 918, 0.04818)
      (64, 991, 0.72971)
      (64, 1171, 0.00961)
      (64, 1335, 0.21067)
      (64, 1439, 0.15218)
      (64, 1460, 0.58899)
      (64, 1503, 0.74688)
      (64, 1541, 0.42875)
      (65, 182, 0.11175)
      (65, 390, 0.29730)
      (65, 468, 0.69343)
      (65, 470, 0.98341)
      (65, 500, 0.74884)
      (65, 510, 0.11588)
      (65, 529, 0.14928)
      (65, 568, 0.08547)
      (65, 687, 0.94118)
      (65, 763, 0.97462)
      (65, 959, 0.44670)
      (65, 1038, 0.60477)
      (65, 1071, 0.65067)
      (65, 1123, 0.70259)
      (65, 1250, 0.89312)
      (65, 1754, 0.35666)
      (65, 1790, 0.44464)
      (65, 1843, 0.28111)
      (65, 1865, 0.82257)
      (65, 1976, 0.66250)
      (66, 199, 0.12297)
      (66, 248, 0.47473)
      (66, 296, 0.99290)
      (66, 464, 0.75928)
      (66, 718, 0.49319)
      (66, 764, 0.99917)
      (66, 779, 0.18433)
      (66, 882, 0.90028)
      (66, 892, 0.56519)
      (66, 928, 0.24432)
      (66, 994, 0.51944)
      (66, 1112, 0.17757)
      (66, 1142, 0.31026)
      (66, 1247, 0.08347)
      (66, 1414, 0.16065)
      (66, 1538, 0.07432)
      (66, 1618, 0.47125)
      (66, 1670, 0.79118)
      (66, 1707, 0.49095)
      (66, 1800, 0.39860)
      (67, 54, 0.05146)
      (67, 72, 0.43404)
      (67, 116, 0.96420)
      (67, 127, 0.99211)
      (67, 137, 0.75429)
      (67, 238, 0.92395)
      (67, 400, 0.68205)
      (67, 590, 0.65628)
      (67, 625, 0.50894)
      (67, 627, 0.04596)
      (67, 882, 0.41221)
      (67, 900, 0.30380)
      (67, 932, 0.02304)
      (67, 1149, 0.36204)
      (67, 1382, 0.82713)
      (67, 1420, 0.83477)
      (67, 1474, 0.47930)
      (67, 1492, 0.42951)
      (67, 1728, 0.81078)
      (67, 1810, 0.98378)
      (67, 1815, 0.23294)
      (68, 13, 0.71310)
      (68, 55, 0.31718)
      (68, 116, 0.23843)
      (68, 139, 0.24448)
      (68, 210, 0.25433)
      (68, 240, 0.46575)
      (68, 470, 0.88222)
      (68, 513, 0.48278)
      (68, 674, 0.27781)
      (68, 696, 0.65323)
      (68, 825, 0.40487)
      (68, 880, 0.66453)
      (68, 896, 0.09227)
      (68, 919, 0.43579)
      (68, 982, 0.18911)
      (68, 1029, 0.19191)
      (68, 1156, 0.09078)
      (68, 1168, 0.15066)
      (68, 1350, 0.73561)
      (68, 1382, 0.20873)
      (68, 1420, 0.61758)
      (68, 1475, 0.71196)
      (68, 1501, 0.55996)
      (68, 1506, 0.93336)
      (68, 1570, 0.49238)
      (68, 1572, 0.24040)
      (68, 1810, 0.70676)
      (68, 1866, 0.44805)
      (68, 1998, 0.79017)
      (69, 37, 0.00708)
      (69, 100, 0.53448)
      (69, 509, 0.11696)
      (69, 725, 0.61804)
      (69, 913, 0.01025)
      (69, 1048, 0.01813)
      (69, 1116, 0.47078)
      (69, 1365, 0.03753)
      (69, 1411, 0.13246)
      (69, 1419, 0.75552)
      (69, 1430, 0.57706)
      (69, 1444, 0.90542)
      (69, 1505, 0.03454)
      (69, 1543, 0.69343)
      (69, 1569, 0.85217)
      (69, 1670, 0.51390)
      (69, 1869, 0.49966)
      (69, 1944, 0.22169)
      (69, 1964, 0.08556)
      (70, 104, 0.54761)
      (70, 361, 0.44354)
      (70, 475, 0.71068)
      (70, 621, 0.74207)
      (70, 678, 0.04405)
      (70, 788, 0.71424)
      (70, 825, 0.76990)
      (70, 862, 0.79410)
      (70, 922, 0.69823)
      (70, 1010, 0.74444)
      (70, 1071, 0.65028)
      (70, 1082, 0.04233)
      (70, 1086, 0.77851)
      (70, 1229, 0.75663)
      (70, 1272, 0.88955)
      (70, 1304, 0.92509)
      (70, 1431, 0.59181)
      (70, 1434, 0.58561)
      (70, 1472, 0.01949)
      (70, 1670, 0.05482)
      (70, 1680, 0.80828)
      (70, 1727, 0.94575)
      (70, 1750, 0.73455)
      (70, 1815, 0.67506)
      (70, 1819, 0.78751)
      (70, 1850, 0.84615)
      (70, 1889, 0.58636)
      (70, 1971, 0.61829)
      (71, 53, 0.57946)
      (71, 72, 0.80743)
      (71, 151, 0.91975)
      (71, 312, 0.32583)
      (71, 399, 0.04578)
      (71, 421, 0.86217)
      (71, 434, 0.38541)
      (71, 702, 0.01919)
      (71, 1018, 0.24063)
      (71, 1035, 0.01382)
      (71, 1061, 0.58825)
      (71, 1108, 0.22888)
      (71, 1162, 0.35333)
      (71, 1184, 0.45300)
      (71, 1253, 0.20754)
      (71, 1258, 0.48718)
      (71, 1302, 0.34076)
      (71, 1534, 0.22553)
      (71, 1611, 0.12949)
      (71, 1627, 0.07766)
      (71, 1699, 0.88086)
      (71, 1956, 0.58232)
      (72, 179, 0.18117)
      (72, 293, 0.42034)
      (72, 352, 0.54771)
      (72, 484, 0.15197)
      (72, 568, 0.27667)
      (72, 579, 0.93613)
      (72, 651, 0.89205)
      (72, 896, 0.19429)
      (72, 1207, 0.33310)
      (72, 1357, 0.85346)
      (72, 1420, 0.88172)
      (72, 1558, 0.74123)
      (72, 1669, 0.45573)
      (72, 1752, 0.14133)
      (72, 1813, 0.14366)
      (72, 1871, 0.51598)
      (73, 199, 0.34950)
      (73, 220, 0.62766)
      (73, 416, 0.84758)
      (73, 586, 0.92477)
      (73, 701, 0.00263)
      (73, 719, 0.64912)
      (73, 730, 0.94725)
      (73, 860, 0.20695)
      (73, 895, 0.37050)
      (73, 982, 0.73586)
      (73, 1179, 0.14949)
      (73, 1205, 0.55851)
      (73, 1284, 0.14463)
      (73, 1290, 0.62799)
      (73, 1293, 0.61346)
      (73, 1310, 0.50440)
      (73, 1403, 0.93191)
      (73, 1456, 0.17173)
      (73, 1559, 0.85028)
      (73, 1883, 0.13562)
      (73, 1945, 0.18046)
      (73, 1972, 0.54555)
      (73, 1998, 0.36698)
      (74, 12, 0.98606)
      (74, 72, 0.95776)
      (74, 316, 0.85706)
      (74, 331, 0.74214)
      (74, 425, 0.70079)
      (74, 635, 0.62386)
      (74, 651, 0.06463)
      (74, 657, 0.50807)
      (74, 705, 0.15072)
      (74, 713, 0.74795)
      (74, 860, 0.19122)
      (74, 986, 0.07660)
      (74, 1141, 0.62873)
      (74, 1182, 0.02296)
      (74, 1324, 0.34985)
      (74, 1430, 0.77327)
      (74, 1482, 0.60042)
      (74, 1550, 0.69131)
      (74, 1633, 0.60543)
      (74, 1662, 0.87989)
      (74, 1801, 0.26447)
      (74, 1990, 0.89338)
      (75, 311, 0.57388)
      (75, 403, 0.70021)
      (75, 482, 0.42588)
      (75, 571, 0.88970)
      (75, 572, 0.24092)
      (75, 604, 0.03876)
      (75, 677, 0.25856)
      (75, 861, 0.59457)
      (75, 920, 0.17132)
      (75, 1009, 0.80725)
      (75, 1042, 0.29551)
      (75, 1090, 0.40018)
      (75, 1342, 0.23660)
      (75, 1594, 0.55034)
      (75, 1990, 0.57488)
      (76, 319, 0.56082)
      (76, 435, 0.61646)
      (76, 449, 0.00033)
      (76, 586, 0.16311)
      (76, 691, 0.76632)
      (76, 708, 0.46775)
      (76, 910, 0.40638)
      (76, 985, 0.09759)
      (76, 1086, 0.47439)
      (76, 1431, 0.88360)
      (76, 1467, 0.05770)
      (76, 1495, 0.78132)
      (76, 1692, 0.99801)
      (76, 1711, 0.95762)
      (76, 1759, 0.56077)
      (76, 1815, 0.39292)
      (76, 1824, 0.99547)
      (76, 1857, 0.83823)
      (76, 1923, 0.56002)
      (76, 1967, 0.00342)
      (77, 89, 0.86134)
      (77, 118, 0.37258)
      (77, 163, 0.87907)
      (77, 198, 0.93716)
      (77, 317, 0.91130)
      (77, 399, 0.26240)
      (77, 550, 0.15260)
      (77, 673, 0.88871)
      (77, 692, 0.00046)
      (77, 902, 0.70914)
      (77, 973, 0.24437)
      (77, 1079, 0.11975)
      (77, 1183, 0.58641)
      (77, 1212, 0.52939)
      (77, 1308, 0.14164)
      (77, 1363, 0.89627)
      (77, 1500, 0.25643)
      (77, 1838, 0.98233)
      (77, 1961, 0.59738)
      (78, 71, 0.45063)
      (78, 76, 0.00350)
      (78, 81, 0.79026)
      (78, 157, 0.28672)
      (78, 174, 0.24135)
      (78, 220, 0.52763)
      (78, 330, 0.65231)
      (78, 335, 0.99332)
      (78, 388, 0.63705)
      (78, 503, 0.10077)
      (78, 658, 0.73447)
      (78, 714, 0.34823)
      (78, 1104, 0.81106)
      (78, 1127, 0.81768)
      (78, 1228, 0.72699)
      (78, 1350, 0.53582)
      (78, 1732, 0.98805)
      (78, 1801, 0.13642)
      (78, 1847, 0.83130)
      (78, 1949, 0.74032)
      (79, 269, 0.54057)
      (79, 305, 0.60189)
      (79, 413, 0.27978)
      (79, 428, 0.62024)
      (79, 610, 0.22953)
      (79, 646, 0.12709)
      (79, 705, 0.38306)
      (79, 831, 0.80889)
      (79, 921, 0.68460)
      (79, 1044, 0.13888)
      (79, 1123, 0.41474)
      (79, 1283, 0.82656)
      (79, 1336, 0.92260)
      (79, 1402, 0.84314)
      (79, 1501, 0.54520)
      (79, 1679, 0.10479)
      (79, 1757, 0.65051)
      (80, 39, 0.56707)
      (80, 113, 0.75577)
      (80, 186, 0.30862)
      (80, 291, 0.69233)
      (80, 391, 0.86423)
      (80, 438, 0.59478)
      (80, 453, 0.46539)
      (80, 666, 0.22170)
      (80, 739, 0.92767)
      (80, 768, 0.87858)
      (80, 859, 0.70678)
      (80, 913, 0.52916)
      (80, 1003, 0.97823)
      (80, 1057, 0.42843)
      (80, 1087, 0.69299)
      (80, 1107, 0.59819)
      (80, 1334, 0.58609)
      (80, 1457, 0.25826)
      (80, 1479, 0.83220)
      (80, 1517, 0.67003)
      (81, 161, 0.23393)
      (81, 251, 0.68506)
      (81, 436, 0.72774)
      (81, 475, 0.84123)
      (81, 763, 0.98923)
      (81, 902, 0.05953)
      (81, 1847, 0.92768)
      (81, 1854, 0.15175)
      (82,  1, 0.36354)
      (82, 256, 0.60441)
      (82, 296, 0.10373)
      (82, 406, 0.66106)
      (82, 535, 0.17723)
      (82, 582, 0.83102)
      (82, 674, 0.82247)
      (82, 680, 0.90780)
      (82, 989, 0.26516)
      (82, 1154, 0.25419)
      (82, 1223, 0.22508)
      (82, 1298, 0.69678)
      (82, 1356, 0.02273)
      (82, 1540, 0.01770)
      (82, 1577, 0.54378)
      (82, 1604, 0.91092)
      (82, 1628, 0.11954)
      (83, 121, 0.35780)
      (83, 194, 0.71749)
      (83, 231, 0.90370)
      (83, 282, 0.33890)
      (83, 302, 0.58916)
      (83, 395, 0.99273)
      (83, 441, 0.97054)
      (83, 542, 0.70871)
      (83, 598, 0.19472)
      (83, 629, 0.09007)
      (83, 754, 0.32763)
      (83, 824, 0.74849)
      (83, 893, 0.81404)
      (83, 897, 0.28484)
      (83, 973, 0.49729)
      (83, 1029, 0.37986)
      (83, 1120, 0.91759)
      (83, 1180, 0.25463)
      (83, 1233, 0.59696)
      (83, 1302, 0.44766)
      (83, 1552, 0.36345)
      (83, 1636, 0.07264)
      (83, 1674, 0.33378)
      (83, 1691, 0.54150)
      (83, 1803, 0.25675)
      (83, 1808, 0.35354)
      (83, 1919, 0.47729)
      (83, 1939, 0.25549)
      (83, 1980, 0.07914)
      (84, 303, 0.85504)
      (84, 416, 0.65110)
      (84, 469, 0.21793)
      (84, 604, 0.68327)
      (84, 663, 0.18724)
      (84, 674, 0.74051)
      (84, 799, 0.98656)
      (84, 817, 0.55292)
      (84, 895, 0.59255)
      (84, 1158, 0.27078)
      (84, 1310, 0.06458)
      (84, 1415, 0.59645)
      (84, 1522, 0.61071)
      (84, 1732, 0.36517)
      (84, 1784, 0.47083)
      (84, 1927, 0.35307)
      (84, 1989, 0.74412)
      (85, 140, 0.29842)
      (85, 145, 0.35707)
      (85, 226, 0.29125)
      (85, 264, 0.16036)
      (85, 337, 0.86963)
      (85, 369, 0.78279)
      (85, 445, 0.61704)
      (85, 493, 0.69563)
      (85, 619, 0.22455)
      (85, 704, 0.62524)
      (85, 769, 0.99546)
      (85, 772, 0.09172)
      (85, 880, 0.37077)
      (85, 921, 0.17250)
      (85, 972, 0.92062)
      (85, 1153, 0.39515)
      (85, 1169, 0.61599)
      (85, 1259, 0.15034)
      (85, 1314, 0.70508)
      (85, 1473, 0.98429)
      (85, 1496, 0.76750)
      (85, 1569, 0.10723)
      (85, 1608, 0.79714)
      (85, 1823, 0.29564)
      (85, 1894, 0.03493)
      (86, 18, 0.85686)
      (86, 526, 0.76279)
      (86, 618, 0.15126)
      (86, 679, 0.77314)
      (86, 822, 0.92136)
      (86, 900, 0.26107)
      (86, 984, 0.39211)
      (86, 1130, 0.16557)
      (86, 1225, 0.07508)
      (86, 1246, 0.91436)
      (86, 1268, 0.11913)
      (86, 1409, 0.19818)
      (86, 1534, 0.17532)
